x,y,timestamp
18.02670437445653,59.32732734196844,2022-12-29 02:06:40.675788
18.026158922819842,59.32750321143247,2022-12-29 02:06:40.675788
18.026758775968798,59.32716645602102,2022-12-29 03:06:40.675788
18.02688400659128,59.32764067776105,2022-12-29 02:06:40.675788
18.026857819354507,59.32764160368308,2022-12-29 04:06:40.675788
18.02637751581194,59.32781089796637,2022-12-29 02:06:40.675788
18.026491641101295,59.32787796670261,2022-12-29 05:06:40.675788
18.027142322796795,59.32897540279734,2022-12-29 02:06:40.675788
18.027042533795914,59.32938551907752,2022-12-29 06:06:40.675788
18.026924434632043,59.32992866464036,2022-12-29 02:06:40.675788
18.02692539144584,59.3308926852763,2022-12-29 07:06:40.675788
18.026722156866523,59.3304010805838,2022-12-29 02:06:40.675788
18.025907181123095,59.32914608143665,2022-12-29 08:06:40.675788
18.02646259611423,59.3292702812341,2022-12-29 02:06:40.675788
18.025962420276908,59.329286285547894,2022-12-29 09:06:40.675788
18.02674064309138,59.3296774384298,2022-12-29 02:06:40.675788
18.026879835243637,59.32978314774703,2022-12-29 10:06:40.675788
18.027033473794937,59.330346009669015,2022-12-29 02:06:40.675788
18.02639903735673,59.331193427259926,2022-12-29 11:06:40.675788
18.02655658000885,59.332638646389455,2022-12-29 02:06:40.675788
18.02644167782723,59.33225666101806,2022-12-29 12:06:40.675788
18.026194048179164,59.33226929932323,2022-12-29 02:06:40.675788
18.02625136585164,59.332356981399414,2022-12-29 13:06:40.675788
18.026563488796103,59.33183130813025,2022-12-29 02:06:40.675788
18.025941350805905,59.33257583655976,2022-12-29 14:06:40.675788
18.02675456899455,59.33201315731313,2022-12-29 02:06:40.675788
18.02751851598095,59.331918778749056,2022-12-29 15:06:40.675788
18.026935790450782,59.33346785953227,2022-12-29 02:06:40.675788
18.02661301085344,59.33320083590334,2022-12-29 16:06:40.675788
18.026100729089453,59.33343632832718,2022-12-29 02:06:40.675788
18.026267604646762,59.33297881632948,2022-12-29 17:06:40.675788
18.025872934101898,59.33279485699352,2022-12-29 02:06:40.675788
18.02539804267495,59.3334645818202,2022-12-29 18:06:40.675788
18.02535029001355,59.332781424359204,2022-12-29 02:06:40.675788
18.025794472806936,59.33261008038663,2022-12-29 19:06:40.675788
18.025192556605955,59.332792478263414,2022-12-29 02:06:40.675788
18.025623745760022,59.33195787346902,2022-12-29 20:06:40.675788
18.025978615460165,59.33304956345814,2022-12-29 02:06:40.675788
18.026564375284096,59.33280587261762,2022-12-29 21:06:40.675788
18.026155462072605,59.33326557599459,2022-12-29 02:06:40.675788
18.02687734661561,59.333187711131345,2022-12-29 22:06:40.675788
18.026383935190776,59.33268932832124,2022-12-29 02:06:40.675788
18.02622558560032,59.33396146427697,2022-12-29 23:06:40.675788
18.02569675869204,59.3335145188626,2022-12-29 02:06:40.675788
18.025290096331055,59.33361005594499,2022-12-30 00:06:40.675788
18.024698361523537,59.334245090552706,2022-12-29 02:06:40.675788
18.025036648461587,59.3340062584204,2022-12-30 01:06:40.675788
18.02459062952111,59.332785465128325,2022-12-29 02:06:40.675788
18.024841626711478,59.333925548235094,2022-12-30 02:06:40.675788
18.024401585244153,59.33400274037063,2022-12-29 02:06:40.675788
18.024901726676063,59.334719609509406,2022-12-30 03:06:40.675788
18.025742794924653,59.33511256454735,2022-12-29 02:06:40.675788
18.026506628262734,59.33430722226013,2022-12-30 04:06:40.675788
18.026352617372755,59.333995333872885,2022-12-29 02:06:40.675788
18.02665258028865,59.33390124292197,2022-12-30 05:06:40.675788
18.026250057091456,59.33404008581694,2022-12-29 02:06:40.675788
18.026968002346422,59.33430517092522,2022-12-30 06:06:40.675788
18.027766472753235,59.3343357960312,2022-12-29 02:06:40.675788
18.027013941148677,59.33477928933488,2022-12-30 07:06:40.675788
18.0269030895894,59.33502877095004,2022-12-29 02:06:40.675788
18.02778410249234,59.33477180243999,2022-12-30 08:06:40.675788
18.02793966872384,59.33494587719195,2022-12-29 02:06:40.675788
18.0280629510217,59.33550115520454,2022-12-30 09:06:40.675788
18.02873040401435,59.336555869533335,2022-12-29 02:06:40.675788
18.02911539680989,59.336413347817484,2022-12-30 10:06:40.675788
18.029650141960207,59.336530697526364,2022-12-29 02:06:40.675788
18.029162198861137,59.33601207445802,2022-12-30 11:06:40.675788
18.029488896569013,59.335920233935255,2022-12-29 02:06:40.675788
18.030194244321596,59.33599212970846,2022-12-30 12:06:40.675788
18.030775979571004,59.33579421000464,2022-12-29 02:06:40.675788
18.03118971739889,59.33605358114262,2022-12-30 13:06:40.675788
18.0313784275878,59.33574089005002,2022-12-29 02:06:40.675788
18.03157733476204,59.33586430882259,2022-12-30 14:06:40.675788
18.031650175760777,59.33610458019246,2022-12-29 02:06:40.675788
18.0321859985215,59.33645710725216,2022-12-30 15:06:40.675788
18.03139594889306,59.336450780658126,2022-12-29 02:06:40.675788
18.0306533112674,59.33707894556017,2022-12-30 16:06:40.675788
18.031525579577416,59.33747042677721,2022-12-29 02:06:40.675788
18.031501549784068,59.336939409930274,2022-12-30 17:06:40.675788
18.031607872395607,59.33720018766769,2022-12-29 02:06:40.675788
18.032464621437477,59.33624171708701,2022-12-30 18:06:40.675788
18.03334792200799,59.3360623653141,2022-12-29 02:06:40.675788
18.03437975141823,59.3358407152436,2022-12-30 19:06:40.675788
18.034371042261135,59.335890625341186,2022-12-29 02:06:40.675788
18.035876270160088,59.335232808760075,2022-12-30 20:06:40.675788
18.036592810477206,59.335355051661615,2022-12-29 02:06:40.675788
18.03632149068086,59.335684869539364,2022-12-30 21:06:40.675788
18.03638646819798,59.334822872954305,2022-12-29 02:06:40.675788
18.037631935522718,59.33535532508695,2022-12-30 22:06:40.675788
18.03757242671203,59.33477060662686,2022-12-29 02:06:40.675788
18.037787320773123,59.33536078927899,2022-12-30 23:06:40.675788
18.037452007468985,59.33509097628203,2022-12-29 02:06:40.675788
18.03659440750053,59.33516663525448,2022-12-31 00:06:40.675788
18.03630810192268,59.33570229865964,2022-12-29 02:06:40.675788
18.034129309066234,59.3359332713819,2022-12-31 01:06:40.675788
18.034361084623892,59.33609740250817,2022-12-29 02:06:40.675788
18.03520090978067,59.335710589118584,2022-12-31 02:06:40.675788
18.035474781732358,59.33523711903398,2022-12-29 02:06:40.675788
18.035753052026458,59.335690192629336,2022-12-31 03:06:40.675788
18.035619097828683,59.33661132554627,2022-12-29 02:06:40.675788
18.035258569432678,59.33657063495073,2022-12-31 04:06:40.675788
18.03590532775924,59.33662348234226,2022-12-29 02:06:40.675788
18.035854597414094,59.33605229834947,2022-12-31 05:06:40.675788
18.034848760693226,59.33575864872654,2022-12-29 02:06:40.675788
18.03364839610536,59.33543803624457,2022-12-31 06:06:40.675788
18.033740366066258,59.33609584178555,2022-12-29 02:06:40.675788
18.033805038756906,59.33624032101521,2022-12-31 07:06:40.675788
18.034106510599397,59.33606483309944,2022-12-29 02:06:40.675788
18.034383370413277,59.33590602619616,2022-12-31 08:06:40.675788
18.033963944585942,59.335830550074824,2022-12-29 02:06:40.675788
18.034902577110497,59.33517608895201,2022-12-31 09:06:40.675788
18.03450856252069,59.33519569263821,2022-12-29 02:06:40.675788
18.034248320145426,59.334345290325814,2022-12-31 10:06:40.675788
18.033786506934014,59.3347096619959,2022-12-29 02:06:40.675788
18.033844999722817,59.3339975609897,2022-12-31 11:06:40.675788
18.03443835152079,59.33409767499967,2022-12-29 02:06:40.675788
18.03449141327192,59.33379348906335,2022-12-31 12:06:40.675788
18.03461238821297,59.333244442773335,2022-12-29 02:06:40.675788
18.035279355616357,59.333300909916666,2022-12-31 13:06:40.675788
18.035114754550534,59.33233772619939,2022-12-29 02:06:40.675788
18.035530559081582,59.333440507818274,2022-12-31 14:06:40.675788
18.035655113379168,59.33282164460735,2022-12-29 02:06:40.675788
18.03590478644922,59.33209540243106,2022-12-31 15:06:40.675788
18.035474900219743,59.33286738165878,2022-12-29 02:06:40.675788
18.03570482284807,59.33333449755482,2022-12-31 16:06:40.675788
18.03646584789383,59.33259929192365,2022-12-29 02:06:40.675788
18.037782961281074,59.33192456185557,2022-12-31 17:06:40.675788
18.036704901698368,59.33211617401472,2022-12-29 02:06:40.675788
18.03616334553829,59.3326666923522,2022-12-31 18:06:40.675788
18.035792304699882,59.33212181788718,2022-12-29 02:06:40.675788
18.035678799065234,59.3307841565238,2022-12-31 19:06:40.675788
18.03615756715508,59.33157884347778,2022-12-29 02:06:40.675788
18.036846471337793,59.33132549782918,2022-12-31 20:06:40.675788
18.036916408926192,59.33188469650199,2022-12-29 02:06:40.675788
18.037173868650854,59.331524998517146,2022-12-31 21:06:40.675788
18.03839418222657,59.33203001614569,2022-12-29 02:06:40.675788
18.038520672528918,59.331480606151416,2022-12-31 22:06:40.675788
18.038752467081416,59.330704607617726,2022-12-29 02:06:40.675788
18.0393522203007,59.33149734628298,2022-12-31 23:06:40.675788
18.04004479213383,59.33157920923993,2022-12-29 02:06:40.675788
18.039954021885684,59.330890665934476,2023-01-01 00:06:40.675788
18.03972217583341,59.330240247694576,2022-12-29 02:06:40.675788
18.040146738384333,59.32952490118636,2023-01-01 01:06:40.675788
18.04050716975951,59.32938668685669,2022-12-29 02:06:40.675788
18.040768263558373,59.32951367161217,2023-01-01 02:06:40.675788
18.04080166125906,59.33068934725571,2022-12-29 02:06:40.675788
18.040962702913014,59.33066815697782,2023-01-01 03:06:40.675788
18.04050741962403,59.33021796853967,2022-12-29 02:06:40.675788
18.03992906028941,59.331069859189995,2023-01-01 04:06:40.675788
18.039716404325034,59.33179884181202,2022-12-29 02:06:40.675788
18.03991441039964,59.33312711353274,2023-01-01 05:06:40.675788
18.04038819107665,59.33304500315844,2022-12-29 02:06:40.675788
18.04061255804062,59.33310323908527,2023-01-01 06:06:40.675788
18.0404179315917,59.331813492668346,2022-12-29 02:06:40.675788
18.04051899380188,59.3304991914007,2023-01-01 07:06:40.675788
18.04119462205402,59.33001502774984,2022-12-29 02:06:40.675788
18.039824272120537,59.32990608331543,2023-01-01 08:06:40.675788
18.038965221281693,59.32860831868302,2022-12-29 02:06:40.675788
18.038907570392436,59.32711815139038,2023-01-01 09:06:40.675788
18.037527681729404,59.326966604930256,2022-12-29 02:06:40.675788
18.03704848687186,59.32738138070924,2023-01-01 10:06:40.675788
18.036888852842917,59.32736054201542,2022-12-29 02:06:40.675788
18.03622306789753,59.327332983145,2023-01-01 11:06:40.675788
18.035345061614983,59.32816861420364,2022-12-29 02:06:40.675788
18.036246268926888,59.327854505777985,2023-01-01 12:06:40.675788
18.037186242933803,59.32756514611581,2022-12-29 02:06:40.675788
18.03701144265993,59.32875941834186,2023-01-01 13:06:40.675788
18.03830752701305,59.32850457764972,2022-12-29 02:06:40.675788
18.038799483869234,59.328041873496865,2023-01-01 14:06:40.675788
18.038367266139648,59.32785161928204,2022-12-29 02:06:40.675788
18.038374418353097,59.328250255410474,2023-01-01 15:06:40.675788
18.038810421127366,59.32750984662191,2022-12-29 02:06:40.675788
18.039032148646214,59.327144810284,2023-01-01 16:06:40.675788
18.04004619400156,59.326897570259135,2022-12-29 02:06:40.675788
18.040613398075713,59.32752203055573,2023-01-01 17:06:40.675788
18.039779366364595,59.328072736751395,2022-12-29 02:06:40.675788
18.038857474268664,59.32750958718537,2023-01-01 18:06:40.675788
18.03840488795581,59.32713619455792,2022-12-29 02:06:40.675788
18.03855407717692,59.32773673808093,2023-01-01 19:06:40.675788
18.039061933524028,59.326827171067706,2022-12-29 02:06:40.675788
18.039095780819093,59.32748177743641,2023-01-01 20:06:40.675788
18.03877468854886,59.32695773073965,2022-12-29 02:06:40.675788
18.03921808793327,59.32732321011145,2023-01-01 21:06:40.675788
18.039190537094544,59.32689002199556,2022-12-29 02:06:40.675788
18.038343207173497,59.32702379844478,2023-01-01 22:06:40.675788
18.03982873754077,59.32770788415324,2022-12-29 02:06:40.675788
18.039621744276182,59.32787203296544,2023-01-01 23:06:40.675788
18.03974230167208,59.327572422601975,2022-12-29 02:06:40.675788
18.0392961402377,59.32763859938826,2023-01-02 00:06:40.675788
18.039527423094405,59.32879999446474,2022-12-29 02:06:40.675788
18.040900982632525,59.32873759729346,2023-01-02 01:06:40.675788
18.040689975053656,59.328388542941006,2022-12-29 02:06:40.675788
18.04056089246759,59.328346135120526,2023-01-02 02:06:40.675788
18.0404447165553,59.32832171762787,2022-12-29 02:06:40.675788
18.040465202152628,59.328269089732345,2023-01-02 03:06:40.675788
18.04020806618736,59.32807837384022,2022-12-29 02:06:40.675788
18.039633707246985,59.32853620403679,2023-01-02 04:06:40.675788
18.040399743796012,59.32883764829377,2022-12-29 02:06:40.675788
18.040996000741906,59.32888611384473,2023-01-02 05:06:40.675788
18.041705687350202,59.32932580954429,2022-12-29 02:06:40.675788
18.04216554387106,59.328727237867064,2023-01-02 06:06:40.675788
18.042056802053096,59.32791741805774,2022-12-29 02:06:40.675788
18.04177506326584,59.327768804336685,2023-01-02 07:06:40.675788
18.0418248010501,59.32852735726819,2022-12-29 02:06:40.675788
18.041214095822745,59.328342511295894,2023-01-02 08:06:40.675788
18.04095574621515,59.32805231725698,2022-12-29 02:06:40.675788
18.040269490510617,59.32834356850664,2023-01-02 09:06:40.675788
18.039574751707896,59.32987856951848,2022-12-29 02:06:40.675788
18.039067226055693,59.33006681632572,2023-01-02 10:06:40.675788
18.03988871004293,59.331174359104224,2022-12-29 02:06:40.675788
18.0389325171184,59.33062128547903,2023-01-02 11:06:40.675788
18.03902960895435,59.33147155285179,2022-12-29 02:06:40.675788
18.03978000389403,59.33128108976671,2023-01-02 12:06:40.675788
18.039885520333026,59.332108559586075,2022-12-29 02:06:40.675788
18.041396032369764,59.33159426099057,2023-01-02 13:06:40.675788
18.041868344680363,59.33128300172847,2022-12-29 02:06:40.675788
18.041971815573945,59.33225222612372,2023-01-02 14:06:40.675788
18.04289283986695,59.33137754416789,2022-12-29 02:06:40.675788
18.043739811549507,59.33192837164186,2023-01-02 15:06:40.675788
18.04379439129684,59.33189921706262,2022-12-29 02:06:40.675788
18.042855948319072,59.33170879531309,2023-01-02 16:06:40.675788
18.04333089395924,59.33198687746106,2022-12-29 02:06:40.675788
18.04317919443241,59.332553893495856,2023-01-02 17:06:40.675788
18.044447707218126,59.3324124418911,2022-12-29 02:06:40.675788
18.043954943120127,59.33173609370469,2023-01-02 18:06:40.675788
18.043504752826863,59.3316885874251,2022-12-29 02:06:40.675788
18.04320492016972,59.33170387984285,2023-01-02 19:06:40.675788
18.0429163711625,59.3319644731721,2022-12-29 02:06:40.675788
18.04225934987051,59.33241584136864,2023-01-02 20:06:40.675788
